날짜,국고채3년금리,항목명,단위
2022-10-19,4.331,국고채(3년),연%
2022-10-20,4.35,국고채(3년),연%
2022-10-21,4.495,국고채(3년),연%
2022-10-24,4.305,국고채(3년),연%
2022-10-25,4.221,국고채(3년),연%
2022-10-26,4.208,국고채(3년),연%
2022-10-27,4.254,국고채(3년),연%
2022-10-28,4.112,국고채(3년),연%
2022-10-31,4.185,국고채(3년),연%
2022-11-01,4.068,국고채(3년),연%
2022-11-02,4.095,국고채(3년),연%
2022-11-03,4.158,국고채(3년),연%
2022-11-04,4.118,국고채(3년),연%
2022-11-07,4.186,국고채(3년),연%
2022-11-08,4.156,국고채(3년),연%
2022-11-09,4.086,국고채(3년),연%
2022-11-10,4.033,국고채(3년),연%
2022-11-11,3.834,국고채(3년),연%
2022-11-14,3.85,국고채(3년),연%
2022-11-15,3.753,국고채(3년),연%
2022-11-16,3.808,국고채(3년),연%
2022-11-17,3.804,국고채(3년),연%
2022-11-18,3.787,국고채(3년),연%
2022-11-21,3.837,국고채(3년),연%
2022-11-22,3.844,국고채(3년),연%
2022-11-23,3.849,국고채(3년),연%
2022-11-24,3.689,국고채(3년),연%
2022-11-25,3.644,국고채(3년),연%
2022-11-28,3.669,국고채(3년),연%
2022-11-29,3.723,국고채(3년),연%
2022-11-30,3.689,국고채(3년),연%
2022-12-01,3.65,국고채(3년),연%
2022-12-02,3.616,국고채(3년),연%
2022-12-05,3.609,국고채(3년),연%
2022-12-06,3.633,국고채(3년),연%
2022-12-07,3.672,국고채(3년),연%
2022-12-08,3.676,국고채(3년),연%
2022-12-09,3.657,국고채(3년),연%
2022-12-12,3.623,국고채(3년),연%
2022-12-13,3.623,국고채(3년),연%
2022-12-14,3.53,국고채(3년),연%
2022-12-15,3.536,국고채(3년),연%
2022-12-16,3.539,국고채(3년),연%
2022-12-19,3.545,국고채(3년),연%
2022-12-20,3.685,국고채(3년),연%
2022-12-21,3.638,국고채(3년),연%
2022-12-22,3.567,국고채(3년),연%
2022-12-23,3.623,국고채(3년),연%
2022-12-26,3.663,국고채(3년),연%
2022-12-27,3.662,국고채(3년),연%
2022-12-28,3.668,국고채(3년),연%
2022-12-29,3.719,국고채(3년),연%
2022-12-30,3.722,국고채(3년),연%
2023-01-02,3.782,국고채(3년),연%
2023-01-03,3.661,국고채(3년),연%
2023-01-04,3.632,국고채(3년),연%
2023-01-05,3.644,국고채(3년),연%
2023-01-06,3.681,국고채(3년),연%
2023-01-09,3.577,국고채(3년),연%
2023-01-10,3.556,국고채(3년),연%
2023-01-11,3.472,국고채(3년),연%
2023-01-12,3.466,국고채(3년),연%
2023-01-13,3.369,국고채(3년),연%
2023-01-16,3.454,국고채(3년),연%
2023-01-17,3.484,국고채(3년),연%
2023-01-18,3.39,국고채(3년),연%
2023-01-19,3.248,국고채(3년),연%
2023-01-20,3.33,국고채(3년),연%
2023-01-25,3.285,국고채(3년),연%
2023-01-26,3.273,국고채(3년),연%
2023-01-27,3.304,국고채(3년),연%
2023-01-30,3.271,국고채(3년),연%
2023-01-31,3.325,국고채(3년),연%
2023-02-01,3.263,국고채(3년),연%
2023-02-02,3.183,국고채(3년),연%
2023-02-03,3.11,국고채(3년),연%
2023-02-06,3.283,국고채(3년),연%
2023-02-07,3.315,국고채(3년),연%
2023-02-08,3.339,국고채(3년),연%
2023-02-09,3.401,국고채(3년),연%
2023-02-10,3.398,국고채(3년),연%
2023-02-13,3.452,국고채(3년),연%
2023-02-14,3.429,국고채(3년),연%
2023-02-15,3.502,국고채(3년),연%
2023-02-16,3.504,국고채(3년),연%
2023-02-17,3.639,국고채(3년),연%
2023-02-20,3.677,국고채(3년),연%
2023-02-21,3.623,국고채(3년),연%
2023-02-22,3.645,국고채(3년),연%
2023-02-23,3.599,국고채(3년),연%
2023-02-24,3.555,국고채(3년),연%
2023-02-27,3.683,국고채(3년),연%
2023-02-28,3.797,국고채(3년),연%
2023-03-02,3.878,국고채(3년),연%
2023-03-03,3.791,국고채(3년),연%
2023-03-06,3.774,국고채(3년),연%
2023-03-07,3.726,국고채(3년),연%
2023-03-08,3.855,국고채(3년),연%
2023-03-09,3.858,국고채(3년),연%
2023-03-10,3.703,국고채(3년),연%
2023-03-13,3.435,국고채(3년),연%
2023-03-14,3.381,국고채(3년),연%
2023-03-15,3.473,국고채(3년),연%
2023-03-16,3.4,국고채(3년),연%
2023-03-17,3.415,국고채(3년),연%
2023-03-20,3.264,국고채(3년),연%
2023-03-21,3.294,국고채(3년),연%
2023-03-22,3.284,국고채(3년),연%
2023-03-23,3.206,국고채(3년),연%
2023-03-24,3.16,국고채(3년),연%
2023-03-27,3.22,국고채(3년),연%
2023-03-28,3.258,국고채(3년),연%
2023-03-29,3.249,국고채(3년),연%
2023-03-30,3.24,국고채(3년),연%
2023-03-31,3.27,국고채(3년),연%
2023-04-03,3.342,국고채(3년),연%
2023-04-04,3.279,국고채(3년),연%
2023-04-05,3.264,국고채(3년),연%
2023-04-06,3.211,국고채(3년),연%
2023-04-07,3.24,국고채(3년),연%
2023-04-10,3.192,국고채(3년),연%
2023-04-11,3.231,국고채(3년),연%
2023-04-12,3.233,국고채(3년),연%
2023-04-13,3.199,국고채(3년),연%
2023-04-14,3.215,국고채(3년),연%
2023-04-17,3.287,국고채(3년),연%
2023-04-18,3.294,국고채(3년),연%
2023-04-19,3.337,국고채(3년),연%
2023-04-20,3.334,국고채(3년),연%
2023-04-21,3.267,국고채(3년),연%
2023-04-24,3.23,국고채(3년),연%
2023-04-25,3.265,국고채(3년),연%
2023-04-26,3.259,국고채(3년),연%
2023-04-27,3.288,국고채(3년),연%
2023-04-28,3.293,국고채(3년),연%
2023-05-02,3.335,국고채(3년),연%
2023-05-03,3.281,국고채(3년),연%
2023-05-04,3.21,국고채(3년),연%
2023-05-08,3.261,국고채(3년),연%
2023-05-09,3.256,국고채(3년),연%
2023-05-10,3.273,국고채(3년),연%
2023-05-11,3.22,국고채(3년),연%
2023-05-12,3.225,국고채(3년),연%
2023-05-15,3.279,국고채(3년),연%
2023-05-16,3.242,국고채(3년),연%
2023-05-17,3.274,국고채(3년),연%
2023-05-18,3.316,국고채(3년),연%
2023-05-19,3.34,국고채(3년),연%
2023-05-22,3.321,국고채(3년),연%
2023-05-23,3.373,국고채(3년),연%
2023-05-24,3.378,국고채(3년),연%
2023-05-25,3.48,국고채(3년),연%
2023-05-26,3.524,국고채(3년),연%
2023-05-30,3.56,국고채(3년),연%
2023-05-31,3.459,국고채(3년),연%
2023-06-01,3.478,국고채(3년),연%
2023-06-02,3.436,국고채(3년),연%
2023-06-05,3.502,국고채(3년),연%
2023-06-07,3.471,국고채(3년),연%
2023-06-08,3.543,국고채(3년),연%
2023-06-09,3.506,국고채(3년),연%
2023-06-12,3.493,국고채(3년),연%
2023-06-13,3.484,국고채(3년),연%
2023-06-14,3.545,국고채(3년),연%
2023-06-15,3.626,국고채(3년),연%
2023-06-16,3.585,국고채(3년),연%
2023-06-19,3.583,국고채(3년),연%
2023-06-20,3.567,국고채(3년),연%
2023-06-21,3.571,국고채(3년),연%
2023-06-22,3.592,국고채(3년),연%
2023-06-23,3.609,국고채(3년),연%
2023-06-26,3.568,국고채(3년),연%
2023-06-27,3.538,국고채(3년),연%
2023-06-28,3.557,국고채(3년),연%
2023-06-29,3.584,국고채(3년),연%
2023-06-30,3.662,국고채(3년),연%
2023-07-03,3.613,국고채(3년),연%
2023-07-04,3.619,국고채(3년),연%
2023-07-05,3.618,국고채(3년),연%
2023-07-06,3.676,국고채(3년),연%
2023-07-07,3.735,국고채(3년),연%
2023-07-10,3.795,국고채(3년),연%
2023-07-11,3.703,국고채(3년),연%
2023-07-12,3.704,국고채(3년),연%
2023-07-13,3.602,국고채(3년),연%
2023-07-14,3.614,국고채(3년),연%
2023-07-17,3.611,국고채(3년),연%
2023-07-18,3.596,국고채(3년),연%
2023-07-19,3.543,국고채(3년),연%
2023-07-20,3.581,국고채(3년),연%
2023-07-21,3.602,국고채(3년),연%
2023-07-24,3.617,국고채(3년),연%
2023-07-25,3.645,국고채(3년),연%
2023-07-26,3.627,국고채(3년),연%
2023-07-27,3.587,국고채(3년),연%
2023-07-28,3.635,국고채(3년),연%
2023-07-31,3.681,국고채(3년),연%
2023-08-01,3.647,국고채(3년),연%
2023-08-02,3.677,국고채(3년),연%
2023-08-03,3.714,국고채(3년),연%
2023-08-04,3.738,국고채(3년),연%
2023-08-07,3.689,국고채(3년),연%
2023-08-08,3.647,국고채(3년),연%
2023-08-09,3.672,국고채(3년),연%
2023-08-10,3.687,국고채(3년),연%
2023-08-11,3.698,국고채(3년),연%
2023-08-14,3.747,국고채(3년),연%
2023-08-16,3.712,국고채(3년),연%
2023-08-17,3.788,국고채(3년),연%
2023-08-18,3.729,국고채(3년),연%
2023-08-21,3.795,국고채(3년),연%
2023-08-22,3.802,국고채(3년),연%
2023-08-23,3.771,국고채(3년),연%
2023-08-24,3.759,국고채(3년),연%
2023-08-25,3.789,국고채(3년),연%
2023-08-28,3.759,국고채(3년),연%
2023-08-29,3.74,국고채(3년),연%
2023-08-30,3.732,국고채(3년),연%
2023-08-31,3.711,국고채(3년),연%
2023-09-01,3.689,국고채(3년),연%
2023-09-04,3.738,국고채(3년),연%
2023-09-05,3.765,국고채(3년),연%
2023-09-06,3.765,국고채(3년),연%
2023-09-07,3.847,국고채(3년),연%
2023-09-08,3.795,국고채(3년),연%
2023-09-11,3.865,국고채(3년),연%
2023-09-12,3.863,국고채(3년),연%
2023-09-13,3.853,국고채(3년),연%
2023-09-14,3.836,국고채(3년),연%
2023-09-15,3.85,국고채(3년),연%
2023-09-18,3.891,국고채(3년),연%
2023-09-19,3.887,국고채(3년),연%
2023-09-20,3.89,국고채(3년),연%
2023-09-21,3.93,국고채(3년),연%
2023-09-22,3.876,국고채(3년),연%
2023-09-25,3.876,국고채(3년),연%
2023-09-26,3.891,국고채(3년),연%
2023-09-27,3.884,국고채(3년),연%
2023-10-04,4.108,국고채(3년),연%
2023-10-05,4.081,국고채(3년),연%
2023-10-06,4.015,국고채(3년),연%
2023-10-10,3.997,국고채(3년),연%
2023-10-11,3.953,국고채(3년),연%
2023-10-12,3.932,국고채(3년),연%
2023-10-13,3.957,국고채(3년),연%
2023-10-16,3.973,국고채(3년),연%
2023-10-17,3.991,국고채(3년),연%
2023-10-18,4.031,국고채(3년),연%
2023-10-19,4.07,국고채(3년),연%
2023-10-20,4.033,국고채(3년),연%
2023-10-23,4.055,국고채(3년),연%
2023-10-24,4.004,국고채(3년),연%
2023-10-25,4.038,국고채(3년),연%
2023-10-26,4.104,국고채(3년),연%
2023-10-27,4.073,국고채(3년),연%
2023-10-30,4.089,국고채(3년),연%
2023-10-31,4.085,국고채(3년),연%
2023-11-01,4.071,국고채(3년),연%
2023-11-02,3.979,국고채(3년),연%
2023-11-03,3.949,국고채(3년),연%
2023-11-06,3.877,국고채(3년),연%
2023-11-07,3.887,국고채(3년),연%
2023-11-08,3.868,국고채(3년),연%
2023-11-09,3.847,국고채(3년),연%
2023-11-10,3.862,국고채(3년),연%
2023-11-13,3.877,국고채(3년),연%
2023-11-14,3.857,국고채(3년),연%
2023-11-15,3.744,국고채(3년),연%
2023-11-16,3.701,국고채(3년),연%
2023-11-17,3.681,국고채(3년),연%
2023-11-20,3.667,국고채(3년),연%
2023-11-21,3.644,국고채(3년),연%
2023-11-22,3.666,국고채(3년),연%
2023-11-23,3.644,국고채(3년),연%
2023-11-24,3.677,국고채(3년),연%
2023-11-27,3.689,국고채(3년),연%
2023-11-28,3.648,국고채(3년),연%
2023-11-29,3.554,국고채(3년),연%
2023-11-30,3.583,국고채(3년),연%
2023-12-01,3.587,국고채(3년),연%
2023-12-04,3.531,국고채(3년),연%
2023-12-05,3.484,국고채(3년),연%
2023-12-06,3.463,국고채(3년),연%
2023-12-07,3.511,국고채(3년),연%
2023-12-08,3.461,국고채(3년),연%
2023-12-11,3.48,국고채(3년),연%
2023-12-12,3.446,국고채(3년),연%
2023-12-13,3.465,국고채(3년),연%
2023-12-14,3.258,국고채(3년),연%
2023-12-15,3.281,국고채(3년),연%
2023-12-18,3.277,국고채(3년),연%
2023-12-19,3.296,국고채(3년),연%
2023-12-20,3.232,국고채(3년),연%
2023-12-21,3.236,국고채(3년),연%
2023-12-22,3.234,국고채(3년),연%
2023-12-26,3.221,국고채(3년),연%
2023-12-27,3.22,국고채(3년),연%
2023-12-28,3.154,국고채(3년),연%
2023-12-29,3.154,국고채(3년),연%
2024-01-02,3.24,국고채(3년),연%
2024-01-03,3.278,국고채(3년),연%
2024-01-04,3.227,국고채(3년),연%
2024-01-05,3.283,국고채(3년),연%
2024-01-08,3.297,국고채(3년),연%
2024-01-09,3.255,국고채(3년),연%
2024-01-10,3.269,국고채(3년),연%
2024-01-11,3.227,국고채(3년),연%
2024-01-12,3.204,국고채(3년),연%
2024-01-15,3.191,국고채(3년),연%
2024-01-16,3.235,국고채(3년),연%
2024-01-17,3.277,국고채(3년),연%
2024-01-18,3.285,국고채(3년),연%
2024-01-19,3.307,국고채(3년),연%
2024-01-22,3.278,국고채(3년),연%
2024-01-23,3.286,국고채(3년),연%
2024-01-24,3.3,국고채(3년),연%
2024-01-25,3.313,국고채(3년),연%
2024-01-26,3.263,국고채(3년),연%
2024-01-29,3.304,국고채(3년),연%
2024-01-30,3.268,국고채(3년),연%
2024-01-31,3.261,국고채(3년),연%
2024-02-01,3.267,국고채(3년),연%
2024-02-02,3.248,국고채(3년),연%
2024-02-05,3.312,국고채(3년),연%
2024-02-06,3.292,국고채(3년),연%
2024-02-07,3.286,국고채(3년),연%
2024-02-08,3.305,국고채(3년),연%
2024-02-13,3.353,국고채(3년),연%
2024-02-14,3.425,국고채(3년),연%
2024-02-15,3.405,국고채(3년),연%
2024-02-16,3.405,국고채(3년),연%
2024-02-19,3.397,국고채(3년),연%
2024-02-20,3.405,국고채(3년),연%
2024-02-21,3.402,국고채(3년),연%
2024-02-22,3.342,국고채(3년),연%
2024-02-23,3.374,국고채(3년),연%
2024-02-26,3.34,국고채(3년),연%
2024-02-27,3.364,국고채(3년),연%
2024-02-28,3.359,국고채(3년),연%
2024-02-29,3.385,국고채(3년),연%
2024-03-04,3.36,국고채(3년),연%
2024-03-05,3.349,국고채(3년),연%
2024-03-06,3.325,국고채(3년),연%
2024-03-07,3.321,국고채(3년),연%
2024-03-08,3.271,국고채(3년),연%
2024-03-11,3.275,국고채(3년),연%
2024-03-12,3.273,국고채(3년),연%
2024-03-13,3.251,국고채(3년),연%
2024-03-14,3.273,국고채(3년),연%
2024-03-15,3.308,국고채(3년),연%
2024-03-18,3.348,국고채(3년),연%
2024-03-19,3.383,국고채(3년),연%
2024-03-20,3.371,국고채(3년),연%
2024-03-21,3.306,국고채(3년),연%
2024-03-22,3.284,국고채(3년),연%
2024-03-25,3.29,국고채(3년),연%
2024-03-26,3.301,국고채(3년),연%
2024-03-27,3.288,국고채(3년),연%
2024-03-28,3.293,국고채(3년),연%
2024-03-29,3.322,국고채(3년),연%
2024-04-01,3.291,국고채(3년),연%
2024-04-02,3.333,국고채(3년),연%
2024-04-03,3.341,국고채(3년),연%
2024-04-04,3.338,국고채(3년),연%
2024-04-05,3.329,국고채(3년),연%
2024-04-08,3.383,국고채(3년),연%
2024-04-09,3.391,국고채(3년),연%
2024-04-11,3.466,국고채(3년),연%
2024-04-12,3.403,국고채(3년),연%
2024-04-15,3.44,국고채(3년),연%
2024-04-16,3.469,국고채(3년),연%
2024-04-17,3.475,국고채(3년),연%
2024-04-18,3.427,국고채(3년),연%
2024-04-19,3.468,국고채(3년),연%
2024-04-22,3.512,국고채(3년),연%
2024-04-23,3.489,국고채(3년),연%
2024-04-24,3.509,국고채(3년),연%
2024-04-25,3.543,국고채(3년),연%
2024-04-26,3.531,국고채(3년),연%
2024-04-29,3.552,국고채(3년),연%
2024-04-30,3.529,국고채(3년),연%
2024-05-02,3.509,국고채(3년),연%
2024-05-03,3.5,국고채(3년),연%
2024-05-07,3.448,국고채(3년),연%
2024-05-08,3.439,국고채(3년),연%
2024-05-09,3.453,국고채(3년),연%
2024-05-10,3.44,국고채(3년),연%
2024-05-13,3.452,국고채(3년),연%
2024-05-14,3.454,국고채(3년),연%
2024-05-16,3.375,국고채(3년),연%
2024-05-17,3.379,국고채(3년),연%
2024-05-20,3.412,국고채(3년),연%
2024-05-21,3.411,국고채(3년),연%
2024-05-22,3.409,국고채(3년),연%
2024-05-23,3.402,국고채(3년),연%
2024-05-24,3.423,국고채(3년),연%
2024-05-27,3.413,국고채(3년),연%
2024-05-28,3.394,국고채(3년),연%
2024-05-29,3.425,국고채(3년),연%
2024-05-30,3.44,국고채(3년),연%
2024-05-31,3.452,국고채(3년),연%
2024-06-03,3.434,국고채(3년),연%
2024-06-04,3.39,국고채(3년),연%
2024-06-05,3.345,국고채(3년),연%
2024-06-07,3.308,국고채(3년),연%
2024-06-10,3.353,국고채(3년),연%
2024-06-11,3.341,국고채(3년),연%
2024-06-12,3.307,국고채(3년),연%
2024-06-13,3.277,국고채(3년),연%
2024-06-14,3.252,국고채(3년),연%
2024-06-17,3.212,국고채(3년),연%
2024-06-18,3.214,국고채(3년),연%
2024-06-19,3.162,국고채(3년),연%
2024-06-20,3.196,국고채(3년),연%
2024-06-21,3.176,국고채(3년),연%
2024-06-24,3.194,국고채(3년),연%
2024-06-25,3.201,국고채(3년),연%
2024-06-26,3.215,국고채(3년),연%
2024-06-27,3.22,국고채(3년),연%
2024-06-28,3.182,국고채(3년),연%
2024-07-01,3.21,국고채(3년),연%
2024-07-02,3.169,국고채(3년),연%
2024-07-03,3.16,국고채(3년),연%
2024-07-04,3.128,국고채(3년),연%
2024-07-05,3.115,국고채(3년),연%
2024-07-08,3.119,국고채(3년),연%
2024-07-09,3.114,국고채(3년),연%
2024-07-10,3.12,국고채(3년),연%
2024-07-11,3.163,국고채(3년),연%
2024-07-12,3.101,국고채(3년),연%
2024-07-15,3.076,국고채(3년),연%
2024-07-16,3.035,국고채(3년),연%
2024-07-17,3.05,국고채(3년),연%
2024-07-18,3.058,국고채(3년),연%
2024-07-19,3.074,국고채(3년),연%
2024-07-22,3.071,국고채(3년),연%
2024-07-23,3.084,국고채(3년),연%
2024-07-24,3.046,국고채(3년),연%
2024-07-25,3.024,국고채(3년),연%
2024-07-26,3.024,국고채(3년),연%
2024-07-29,2.978,국고채(3년),연%
2024-07-30,2.994,국고채(3년),연%
2024-07-31,3.004,국고채(3년),연%
2024-08-01,2.976,국고채(3년),연%
2024-08-02,2.939,국고채(3년),연%
2024-08-05,2.806,국고채(3년),연%
2024-08-06,2.935,국고채(3년),연%
2024-08-07,2.929,국고채(3년),연%
2024-08-08,2.911,국고채(3년),연%
2024-08-09,2.941,국고채(3년),연%
2024-08-12,2.946,국고채(3년),연%
2024-08-13,2.918,국고채(3년),연%
2024-08-14,2.888,국고채(3년),연%
2024-08-16,2.928,국고채(3년),연%
2024-08-19,2.927,국고채(3년),연%
2024-08-20,2.944,국고채(3년),연%
2024-08-21,2.94,국고채(3년),연%
2024-08-22,2.907,국고채(3년),연%
2024-08-23,2.92,국고채(3년),연%
2024-08-26,2.89,국고채(3년),연%
2024-08-27,2.94,국고채(3년),연%
2024-08-28,2.919,국고채(3년),연%
2024-08-29,2.939,국고채(3년),연%
2024-08-30,2.953,국고채(3년),연%
2024-09-02,2.989,국고채(3년),연%
2024-09-03,2.981,국고채(3년),연%
2024-09-04,2.931,국고채(3년),연%
2024-09-05,2.905,국고채(3년),연%
2024-09-06,2.881,국고채(3년),연%
2024-09-09,2.897,국고채(3년),연%
2024-09-10,2.877,국고채(3년),연%
2024-09-11,2.82,국고채(3년),연%
2024-09-12,2.866,국고채(3년),연%
2024-09-13,2.822,국고채(3년),연%
2024-09-19,2.843,국고채(3년),연%
2024-09-20,2.838,국고채(3년),연%
2024-09-23,2.864,국고채(3년),연%
2024-09-24,2.854,국고채(3년),연%
2024-09-25,2.812,국고채(3년),연%
2024-09-26,2.807,국고채(3년),연%
2024-09-27,2.826,국고채(3년),연%
2024-09-30,2.811,국고채(3년),연%
2024-10-02,2.78,국고채(3년),연%
2024-10-04,2.824,국고채(3년),연%
2024-10-07,2.96,국고채(3년),연%
2024-10-08,2.932,국고채(3년),연%
2024-10-10,2.962,국고채(3년),연%
2024-10-11,2.947,국고채(3년),연%
2024-10-14,2.938,국고채(3년),연%
2024-10-15,2.906,국고채(3년),연%
2024-10-16,2.88,국고채(3년),연%
2024-10-17,2.897,국고채(3년),연%
2024-10-18,2.908,국고채(3년),연%
2024-10-21,2.902,국고채(3년),연%
2024-10-22,2.943,국고채(3년),연%
2024-10-23,2.936,국고채(3년),연%
2024-10-24,2.891,국고채(3년),연%
2024-10-25,2.882,국고채(3년),연%
2024-10-28,2.932,국고채(3년),연%
2024-10-29,2.936,국고채(3년),연%
2024-10-30,2.937,국고채(3년),연%
2024-10-31,2.936,국고채(3년),연%
2024-11-01,2.939,국고채(3년),연%
2024-11-04,2.935,국고채(3년),연%
2024-11-05,2.918,국고채(3년),연%
2024-11-06,2.96,국고채(3년),연%
2024-11-07,2.922,국고채(3년),연%
2024-11-08,2.889,국고채(3년),연%
2024-11-11,2.901,국고채(3년),연%
2024-11-12,2.9,국고채(3년),연%
2024-11-13,2.939,국고채(3년),연%
2024-11-14,2.929,국고채(3년),연%
2024-11-15,2.941,국고채(3년),연%
2024-11-18,2.915,국고채(3년),연%
2024-11-19,2.889,국고채(3년),연%
2024-11-20,2.873,국고채(3년),연%
2024-11-21,2.829,국고채(3년),연%
2024-11-22,2.816,국고채(3년),연%
2024-11-25,2.773,국고채(3년),연%
2024-11-26,2.773,국고채(3년),연%
2024-11-27,2.741,국고채(3년),연%
2024-11-28,2.638,국고채(3년),연%
2024-11-29,2.607,국고채(3년),연%
2024-12-02,2.567,국고채(3년),연%
2024-12-03,2.585,국고채(3년),연%
2024-12-04,2.626,국고채(3년),연%
2024-12-05,2.603,국고채(3년),연%
2024-12-06,2.62,국고채(3년),연%
2024-12-09,2.579,국고채(3년),연%
2024-12-10,2.524,국고채(3년),연%
2024-12-11,2.536,국고채(3년),연%
2024-12-12,2.549,국고채(3년),연%
2024-12-13,2.541,국고채(3년),연%
2024-12-16,2.553,국고채(3년),연%
2024-12-17,2.621,국고채(3년),연%
2024-12-18,2.536,국고채(3년),연%
2024-12-19,2.603,국고채(3년),연%
2024-12-20,2.629,국고채(3년),연%
2024-12-23,2.616,국고채(3년),연%
2024-12-24,2.626,국고채(3년),연%
2024-12-26,2.648,국고채(3년),연%
2024-12-27,2.634,국고채(3년),연%
2024-12-30,2.597,국고채(3년),연%
2024-12-31,2.596,국고채(3년),연%
